Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Hatch/Saloon,A4,1798,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,207,599,IV,72.0,0.693,0.082,0.066,0.016
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,M5,2198,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,207,599,IV,73.0,0.904,0.124,0.076,0.048
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,A4,2198,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,224,646,IV,73.0,0.457,0.096,0.048,0.048
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,73.0,0.904,0.124,0.076,0.048
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,A4,2198,Petrol,13.1,6.8,9.1,21.6,41.5,31.8,219,618,IV,73.0,0.417,0.096,0.048,0.048
VAUXHALL,"VX220, Model Year 2001",VX220,M5,2198,Petrol,12.3,6.4,8.5,23.0,44.0,33.3,205,590,IV,74.0,0.366,0.059,0.016,0.043
VAUXHALL,"VX220, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.3,6.4,8.5,23.0,44.1,33.2,205,592,IV,73.0,0.367,,0.016,0.043
VAUXHALL,"Zafira, Model Year 2001",1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,549,IV,73.0,0.219,0.063,0.037,0.026
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,599,IV,73.0,0.627,0.043,0.035,0.008
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.486,0.050,0.037,0.013
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,M5,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,74.0,0.755,0.069,0.043,0.026
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,661,IV,73.0,0.552,0.124,0.061,0.063
VAUXHALL,"Zafira, Model Year 2002",1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,549,IV,73.0,0.219,,0.037,0.026
VAUXHALL,"Zafira, Model Year 2002",1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.486,,0.037,0.013
VAUXHALL,"Zafira, Model Year 2002",1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,599,IV,73.0,0.627,,0.035,0.008
VAUXHALL,"Zafira, Model Year 2002",2.0i 16v turbo,M5,1998,Petrol,13.8,7.9,10.1,20.5,35.8,28.0,243,701,IV,74.0,0.390,,0.073,0.047
VAUXHALL,"Zafira, Model Year 2002",2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,661,IV,73.0,0.552,,0.061,0.063
VAUXHALL,"Zafira, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,74.0,0.755,,0.043,0.026
VOLKSWAGEN,Lupo,1.0 (50 bhp),M5,999,Petrol,7.8,4.7,5.8,36.2,60.1,48.7,139,403,IV,72.5,0.209,,0.071,0.025
VOLKSWAGEN,Lupo,1.4 (75 bhp),M5,1390,Petrol,8.7,4.9,6.3,32.5,57.6,44.8,151,438,IV,72.5,0.294,,0.067,0.030
VOLKSWAGEN,Lupo,1.4 (75 bhp),A4,1390,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,175,507,IV,71.0,0.203,,0.089,0.025
VOLKSWAGEN,Lupo,1.4 (100 bhp),M5,1390,Petrol,9.6,5.2,6.8,29.4,54.3,41.5,163,473,IV,73.0,0.283,,0.061,0.014
VOLKSWAGEN,Lupo,1.6 16v GTI (125 bhp),M6,1598,Petrol,10.5,5.6,7.4,26.9,50.4,38.2,178,514,IV,74.0,0.293,,0.076,0.040
VOLKSWAGEN,Polo (available from February 2002),1.2 (55 bhp),M5,1198,Petrol,7.9,4.8,6.0,35.8,58.9,47.1,144,417,IV,72.0,0.474,,0.032,0.015
VOLKSWAGEN,Polo (available from February 2002),1.2  (65 bhp),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,72.0,0.680,,0.030,0.042
VOLKSWAGEN,Polo (available from February 2002),1.4 (75 bhp) ,M5,1390,Petrol,8.9,5.3,6.5,31.7,53.3,43.5,156,451,IV,72.0,0.165,,0.075,0.047
VOLKSWAGEN,Polo (available from February 2002),1.4 (75 bhp),A4,1390,Petrol,10.4,6.0,7.6,27.2,47.1,37.2,182,528,IV,69.0,0.096,,0.092,0.064
VOLKSWAGEN,Polo (available from February 2002),1.4 (100 bhp),M5,1390,Petrol,9.5,5.6,7.0,29.7,50.4,40.4,168,486,IV,71.0,0.307,,0.066,0.031
VOLKSWAGEN,Golf  Hatchback (3 Door),1.4 (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,163,473,IV,72.0,0.121,,0.074,0.040
VOLKSWAGEN,Golf  Hatchback (3 Door),2.0 (115 bhp),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.245,,0.014,0.020
VOLKSWAGEN,Golf  Hatchback (3 Door),1.8T GTI (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.667,,0.054,0.030
VOLKSWAGEN,Golf  Hatchback (3 Door),V5 (170 bhp),A5,2324,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,233,675,IV,73.0,0.661,,0.079,0.017
VOLKSWAGEN,Golf  Hatchback (3 Door),V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,612,IV,72.0,0.461,,0.058,0.048
VOLKSWAGEN,Golf  Hatchback (3 Door),V6 4MOTION (204 bhp),QM6,2792,Petrol,15.7,8.2,11.0,18.0,34.4,25.7,264,764,IV,74.0,0.473,,0.059,0.025
VOLKSWAGEN,Golf Hatchback (5 Door),1.4 (75 bhp),M5,1390,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,163,473,IV,72.0,0.121,,0.074,0.040
VOLKSWAGEN,Golf Hatchback (5 Door),1.6 (102 bhp),A4,1595,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,199,578,IV,67.0,0.480,,0.058,0.044
VOLKSWAGEN,Golf Hatchback (5 Door),1.6 (105 bhp),M5,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,493,IV,71.0,0.504,,0.083,0.047
VOLKSWAGEN,Golf Hatchback (5 Door),2.0 (115 bhp),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.245,,0.014,0.020
VOLKSWAGEN,Golf Hatchback (5 Door),1.8T GTI (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.667,,0.054,0.030
VOLKSWAGEN,Golf Hatchback (5 Door),V5 (170 bhp),M5,2324,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,612,IV,72.0,0.461,,0.058,0.048
VOLKSWAGEN,Golf Hatchback (5 Door),V5 Tiptronic (170 bhp),A5,2324,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,235,682,IV,73.0,0.661,,0.079,0.017
VOLKSWAGEN,Golf Hatchback (5 Door),V6 4MOTION,QM6,2792,Petrol,15.8,8.3,11.1,17.9,34.0,25.4,266,773,IV,74.0,0.473,,0.059,0.025
VOLKSWAGEN,Golf Estate,1.4 (75 bhp),M5,1390,Petrol,9.3,5.6,7.0,30.4,50.4,40.4,168,486,IV,72.0,0.121,,0.074,0.040
VOLKSWAGEN,Golf Estate,1.6 (102 bhp),A4,1595,Petrol,11.6,6.5,8.4,24.4,43.5,33.6,202,584,IV,67.0,0.480,,0.058,0.044
VOLKSWAGEN,Golf Estate,1.6 (105 bhp),M5,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,493,IV,71.0,0.504,,0.083,0.047
VOLKSWAGEN,Golf Estate,1.8T GTI (150 bhp),M5,1781,Petrol,10.9,6.4,8.1,25.9,44.1,34.9,194,563,IV,71.0,0.667,,0.054,0.030
VOLKSWAGEN,Golf Estate,2.0 (115 bhp),A4,1984,Petrol,13.1,7.2,9.3,21.6,39.2,30.4,223,646,IV,71.0,0.391,,0.047,0.026
VOLKSWAGEN,Golf Estate,2.0 (115 bhp),M5,1984,Petrol,11.4,6.3,8.2,24.8,44.8,34.4,197,571,IV,72.0,0.245,,0.014,0.020
VOLKSWAGEN,Golf Cabriolet,2.0 (115 bhp),M5,1984,Petrol,11.3,6.3,8.1,25.0,44.8,34.9,194,563,IV,72.0,0.569,,0.064,0.032
VOLKSWAGEN,Bora,1.6 (102 bhp),A4,1595,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,199,578,IV,67.0,0.480,,0.058,0.044
VOLKSWAGEN,Bora,1.6 (105 bhp),M5,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,170,493,IV,71.0,0.468,,0.088,0.041
VOLKSWAGEN,Bora,2.0 (115 bhp),M5,1984,Petrol,11.4,6.3,8.2,24.8,44.8,34.4,197,571,IV,72.0,0.245,,0.014,0.020
VOLKSWAGEN,Bora,2.0 (115 bhp),A4,1984,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,71.0,0.391,,0.047,0.026
VOLKSWAGEN,Bora,1.8T (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.667,,0.054,0.030
VOLKSWAGEN,Bora,V5 (170 bhp),M5,2324,Petrol,12.6,6.8,8.9,22.4,41.5,31.7,214,620,IV,72.0,0.461,,0.058,0.048
VOLKSWAGEN,Bora,V5 Tipronic (170 bhp),A5,2324,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,235,682,IV,73.0,0.661,,0.079,0.017
VOLKSWAGEN,Bora,V6 4MOTION (204 bhp),QM6,2792,Petrol,15.8,8.3,11.1,17.9,34.0,25.4,266,773,IV,74.0,0.473,,0.059,0.025
VOLKSWAGEN,Beetle,1.6 (102 bhp),M5,1598,Petrol,10.5,6.0,7.7,26.9,47.1,36.7,185,535,IV,73.0,0.530,,0.055,0.031
VOLKSWAGEN,Beetle,1.6 (102 bhp),A4,1598,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,199,578,IV,69.0,0.751,,0.068,0.040
VOLKSWAGEN,Beetle,2.0 (115 bhp),M5,1984,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,209,604,IV,73.5,0.685,,0.068,0.030
VOLKSWAGEN,Beetle,1.8 20v Turbo (150 bhp),M5,1718,Petrol,11.1,6.5,8.2,25.4,43.5,34.4,197,571,IV,72.0,0.646,,0.047,0.017
VOLKSWAGEN,Beetle,1.8 20v Turbo (150 bhp),A4,1718,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,221,640,IV,74.0,0.527,,0.041,0.029
VOLKSWAGEN,Beetle,2.3 V5 (170 bhp),M5,2324,Petrol,12.4,6.8,8.9,22.8,41.5,31.7,214,620,IV,74.0,0.490,,0.076,0.050
VOLKSWAGEN,Passat  Saloon,2.0 (115 bhp),A4,1984,Petrol,13.4,7.6,9.7,21.1,37.2,29.1,233,675,IV,71.0,0.536,,0.041,0.017
VOLKSWAGEN,Passat  Saloon,2.0 (115 bhp),M5,1984,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,206,599,IV,73.0,0.337,,0.023,0.016
VOLKSWAGEN,Passat  Saloon,1.8 20v Turbo (150 bhp),M5,1781,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,199,578,IV,72.0,0.350,,0.032,0.037
VOLKSWAGEN,Passat  Saloon,1.8 20v Turbo Tiptronic (150 bhp),A5,1781,Petrol,13.6,7.2,9.6,20.8,39.2,29.4,233,668,IV,71.0,0.392,,0.041,0.037
VOLKSWAGEN,Passat  Saloon,2.3 V5 Tiptronic (170 bhp),A5,2324,Petrol,15.0,7.1,9.9,18.8,39.8,28.5,238,689,IV,71.0,0.593,,0.065,0.040
VOLKSWAGEN,Passat  Saloon,2.3 V5 (170 bhp),M5,2324,Petrol,13.0,7.2,9.3,21.7,39.2,30.4,223,646,IV,71.0,0.468,,0.066,0.062
VOLKSWAGEN,Passat  Saloon,2.8 V6 4MOTION Tiptronic (193 bhp),QA5,2771,Petrol,16.4,8.0,11.1,17.2,35.3,25.4,266,773,IV,73.0,0.295,,0.052,0.012
VOLKSWAGEN,Passat  Saloon,2.8 V6 4MOTION (193 bhp),QM5,2771,Petrol,15.4,8.1,10.8,18.3,34.9,26.2,259,750,IV,72.0,0.275,,0.028,0.023
VOLKSWAGEN,Passat  Saloon,W8 Tiptronic (275 bhp),QA5,3999,Petrol,19.5,9.3,13.0,14.5,30.4,21.7,312,905,IV,72.0,0.698,,0.062,0.026
VOLKSWAGEN,Passat  Saloon,W8 (275 bhp),QM6,3999,Petrol,19.5,9.6,13.2,14.5,29.4,21.4,317,918,IV,74.0,0.757,,0.072,0.025
VOLKSWAGEN,Passat Estate,2.0  (115 bhp),A4,1984,Petrol,13.8,7.8,10.0,20.5,36.2,28.2,240,696,IV,71.0,0.536,,0.041,0.017
VOLKSWAGEN,Passat Estate,2.0  (115 bhp),M5,1984,Petrol,12.3,6.9,8.8,23.0,40.9,32.1,211,612,IV,73.0,0.337,,0.023,0.016
VOLKSWAGEN,Passat Estate,1.8 20v Turbo Tiptronic (150 bhp),A5,1781,Petrol,13.7,7.4,9.8,20.6,38.2,28.8,235,682,IV,71.0,0.392,,0.041,0.037
VOLKSWAGEN,Passat Estate,1.8 20v Turbo (150 bhp),M5,1781,Petrol,11.8,6.8,8.6,23.9,41.5,32.8,206,599,IV,72.0,0.350,,0.032,0.037
VOLKSWAGEN,Passat Estate,2.3 V5 (170 bhp),A5,2324,Petrol,15.3,7.3,10.3,18.5,38.7,27.4,247,717,IV,71.0,0.593,,0.065,0.040
VOLKSWAGEN,Passat Estate,2.3 V5 (170 bhp),M5,2324,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,226,652,IV,71.0,0.468,,0.066,0.062
VOLKSWAGEN,Passat Estate,2.8 V6 4MOTION Tiptronic (193 bhp),QA5,2771,Petrol,16.7,8.2,11.3,16.9,34.4,25.0,271,786,IV,73.0,0.295,,0.052,0.012
VOLKSWAGEN,Passat Estate,2.8 V6 4MOTION (193 bhp),QM5,2771,Petrol,15.5,8.2,10.9,18.2,34.4,25.9,262,758,IV,72.0,0.275,,0.028,0.023
VOLKSWAGEN,Passat Estate,W8 Tiptronic  (275 bhp),QA5,3999,Petrol,19.6,9.5,13.2,14.4,29.7,21.4,317,918,IV,72.0,0.698,,0.062,0.026
VOLKSWAGEN,Passat Estate,W8 (275 bhp),QM6,3999,Petrol,19.5,9.7,13.3,14.5,29.1,21.2,319,926,IV,74.0,0.757,,0.072,0.025
VOLKSWAGEN,Sharan,2.0 (115 bhp),A4,1984,Petrol,14.8,8.7,11.0,19.1,32.5,25.7,264,764,IV,73.0,0.775,,0.088,0.066
VOLKSWAGEN,Sharan,2.0 (115 bhp),M6,1984,Petrol,13.1,7.7,9.7,21.6,36.7,29.1,233,675,IV,74.0,0.814,,0.067,0.070
VOLKSWAGEN,Sharan,1.8 20v Turbo Tiptronic (150 bhp),A5,1781,Petrol,14.7,8.6,10.8,19.2,32.8,26.2,259,750,IV,70.0,0.348,,0.091,0.050
VOLKSWAGEN,Sharan,1.8 20v Turbo (150 bhp),M6,1781,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,233,675,IV,74.0,0.545,,0.061,0.017
VOLKSWAGEN,Sharan,2.8 V6 Tiptronic (204 bhp),A5,2792,Petrol,16.8,9.2,12.0,16.8,30.7,23.5,288,836,IV,73.0,0.449,,0.061,0.016
VOLKSWAGEN,Sharan,2.8 V6 (204 bhp),M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,750,IV,73.0,0.280,,0.071,0.059
VOLKSWAGEN,Sharan,2.8 V6 4MOTION (204 bhp),QM6,2792,Petrol,15.5,9.3,11.6,18.2,30.4,24.4,278,805,IV,74.0,0.348,,0.059,0.054
VOLKSWAGEN,Phaeton,W12,A5,5998,Petrol,23.9,10.9,15.6,11.8,25.9,18.1,374,1085,IV,72.0,0.060,,0.074,0.035
VOLKSWAGEN,Caddy Kombi,1.4 P (75 bhp),M5,1390,Petrol,9.9,6.7,7.9,28.5,42.2,35.8,190,549,IV,73.0,0.526,0.155,0.095,0.060
VOLVO,New V70 Model Year 2001 ,2.4 (170 bhp),M5,2435,Petrol,12.0,7.0,8.8,23.5,40.4,32.1,210,612,IV,72.0,0.636,0.072,0.047,0.025
VOLVO,New V70 Model Year 2001 ,2.4 (170 bhp),A5,2435,Petrol,13.2,7.2,9.4,21.4,39.2,30.1,224,652,IV,73.0,0.376,0.057,0.031,0.026
VOLVO,New V70 Model Year 2001 ,2.4 (140 bhp),M5,2435,Petrol,11.7,6.8,8.6,24.1,41.5,32.8,205,599,IV,73.0,0.558,0.054,0.037,0.017
VOLVO,New V70 Model Year 2001 ,2.4 (140 bhp),A5,2435,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,222,646,IV,73.0,0.433,0.071,0.036,0.035
VOLVO,S80 Model Year 2001 ,2.9,M5,2922,Petrol,14.7,7.6,10.2,19.2,37.2,27.7,246,709,IV,71.0,0.187,0.071,0.061,0.010
VOLVO,S80 Model Year 2001 ,2.9,A4,2922,Petrol,15.3,7.6,10.4,18.5,37.2,27.2,251,722,IV,72.0,0.205,0.075,0.071,0.004
VOLVO,S80 Model Year 2001 ,2.4 (170 bhp),M5,2435,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,210,612,IV,72.0,0.472,0.064,0.034,0.030
VOLVO,S80 Model Year 2001 ,2.4 (170 bhp),A5,2435,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,224,652,IV,73.0,0.406,0.075,0.037,0.038
VOLVO,S80 Model Year 2001 ,2.4 (140 bhp),M5,2435,Petrol,11.8,6.7,8.6,23.9,42.2,32.8,205,599,IV,73.0,0.526,0.061,0.038,0.023
VOLVO,S80 Model Year 2001 ,2.4 (140 bhp),A5,2435,Petrol,13.3,7.0,9.3,21.2,40.4,30.4,222,646,IV,74.0,0.467,0.069,0.038,0.031
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,211,612,IV,74.0,0.410,,0.050,0.020
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,M5,2435,LPG,15.8,8.8,11.4,17.9,32.1,24.8,185,396,IV,74.0,0.503,,0.037,0.040
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,A5,2435,Petrol,14.0,7.1,9.6,20.2,39.8,29.4,231,668,IV,74.0,0.421,,0.050,0.073
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,A5,2435,LPG,18.5,9.6,12.9,15.3,29.4,21.9,209,448,IV,74.0,0.376,,0.040,0.030
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,211,612,IV,74.0,0.436,0.112,0.066,0.046
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,M5,2435,CNG  ,12.9,6.7,9.0,21.9,42.2,31.4,161,,IV,74.0,0.283,0.083,0.046,0.037
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,A4,2435,Petrol,14.2,7.0,9.6,19.9,40.4,29.4,231,668,IV,74.0,0.500,0.129,0.056,0.073
VOLVO,S60 Model Year 2002,2.4 Bi-Fuel ,A4,2435,CNG  ,14.4,7.4,10.0,19.6,38.2,28.2,178,,IV,74.0,0.588,0.094,0.080,0.014
VOLVO,V70 Model Year 2002,2.4 (140 bhp),M5,2435,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,73.0,0.576,,0.037,0.018
VOLVO,V70 Model Year 2002,2.4 (140 bhp),A5,2435,Petrol,13.5,7.3,9.6,20.9,38.7,29.4,229,668,IV,73.0,0.456,,0.024,0.012
VOLVO,V70 Model Year 2002,2.4 (170 bhp),M5,2435,Petrol,12.5,7.2,9.1,22.6,39.2,31.0,219,634,IV,72.0,0.660,,0.047,0.022
VOLVO,V70 Model Year 2002,2.4 (170 bhp),A5,2435,Petrol,13.6,7.4,9.7,20.8,38.2,29.1,231,675,IV,73.0,0.552,,0.036,0.012
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.3,7.3,9.1,23.0,38.7,31.0,219,634,IV,74.0,0.422,,0.048,0.018
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,M5,2435,LPG,16.4,9.7,12.2,17.2,29.1,23.2,197,423,IV,74.0,0.384,,0.038,0.043
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,A5,2435,Petrol,14.5,7.7,10.2,19.5,36.7,27.7,244,709,IV,74.0,0.469,,0.052,0.052
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,A5,2435,LPG,19.0,10.5,13.6,14.9,26.9,20.8,221,472,IV,74.0,0.398,,0.037,0.034
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.6,7.0,9.1,22.4,40.4,31.0,219,634,IV,74.0,0.420,0.109,0.066,0.043
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,M5,2435,CNG  ,13.3,7.5,9.6,21.2,37.7,29.4,171,,IV,74.0,0.438,0.081,0.064,0.017
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,A4,2435,Petrol,14.2,7.9,10.2,19.9,35.8,27.7,244,709,IV,74.0,0.548,0.107,0.052,0.055
VOLVO,V70 Model Year 2002,2.4 Bi-Fuel ,A4,2435,CNG  ,14.9,7.8,10.4,19.0,36.2,27.2,186,,IV,74.0,0.467,0.081,0.067,0.014
VOLVO,S80 Model Year 2002,T6 ,A4,2922,Petrol,16.3,8.4,11.3,17.3,33.6,25.0,272,786,IV,74.0,0.080,,0.056,0.031
VOLVO,S80 Model Year 2002,2.9,A4,2922,Petrol,15.1,8.3,10.8,18.7,34.0,26.2,259,750,IV,74.0,0.116,,0.035,0.022
VOLVO,S80 Model Year 2002,2.4 (140 bhp),M5,2435,Petrol,12.2,6.9,8.9,23.2,40.9,31.7,211,620,IV,73.0,0.528,,0.029,0.014
VOLVO,S80 Model Year 2002,2.4 (140 bhp),A5,2435,Petrol,13.7,7.2,9.6,20.6,39.2,29.4,229,668,IV,74.0,0.480,,0.040,0.011
VOLVO,S80 Model Year 2002,2.4 (170 bhp),M5,2435,Petrol,12.2,7.0,9.0,23.2,40.4,31.4,215,625,IV,72.0,0.516,,0.035,0.028
VOLVO,S80 Model Year 2002,2.4 (170 bhp),A5,2435,Petrol,13.7,7.3,9.7,20.6,38.7,29.1,231,675,IV,73.0,0.528,,0.034,0.011
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.4,6.9,8.9,22.8,40.9,31.7,213,620,IV,74.0,0.546,,0.062,0.023
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,M5,2435,LPG,16.1,8.9,11.6,17.5,31.7,24.4,187,402,IV,74.0,0.552,,0.055,0.023
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,A5,2435,Petrol,14.2,7.6,10.0,19.9,37.2,28.2,240,696,IV,74.0,0.578,,0.066,0.065
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,A5,2435,LPG,18.7,10.1,13.3,15.1,28.0,21.2,215,463,IV,74.0,0.462,,0.036,0.028
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,M5,2435,Petrol,12.3,6.9,8.9,23.0,40.9,31.7,213,620,IV,74.0,0.425,0.069,0.053,0.016
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,M5,2435,CNG  ,12.8,7.1,9.2,22.1,39.8,30.7,164,,IV,74.0,0.384,0.090,0.064,0.026
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,A4,2435,Petrol,14.9,7.6,10.1,19.0,37.2,28.0,246,701,IV,74.0,0.581,0.133,0.067,0.066
VOLVO,S80 Model Year 2002,2.4 Bi-Fuel ,A4,2435,CNG  ,15.1,7.9,10.5,18.7,35.8,26.9,187,,IV,74.0,0.580,0.083,0.067,0.016
