Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
FORD,Focus,2.0i 16V 3 Door Saloon (16 inch tyre),M5,1988,Petrol,11.6,7.1,8.7,24.4,39.8,32.5,207,629,II,74.0,0.491,0.126,,,
FORD,Focus,2.0i 16V 5 Door Saloon/Estate (16 inch tyre),M5,1988,Petrol,11.8,7.2,8.9,23.7,39.2,31.7,212,645,II,74.0,0.491,0.126,,,
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (14 inch tyre),M5,1753,Diesel,7.1,4.2,5.4,39.8,67.3,52.3,142,407,II,71.0,0.526,0.727,,,0.036
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (14 inch tyre),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,407,II,71.0,0.526,0.727,,,0.036
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (15 inch tyre),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,407,II,71.0,0.526,0.727,,,0.036
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (15 inch tyre),M5,1753,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,414,II,71.0,0.526,0.727,,,0.036
FORD,Escort,1.6i 16V Saloon Flight,M5,1597,Petrol,10.7,6.4,8.0,26.4,44.1,35.3,188,580,II,74.0,0.733,0.316,,,
FORD,Escort,1.6i 16V Saloon Finesse,M5,1597,Petrol,11.0,6.7,8.3,25.7,42.2,34.0,195,602,II,74.0,0.733,0.316,,,
FORD,Escort,1.6i 16V Estate Flight,M5,1597,Petrol,10.9,6.6,8.2,25.9,42.8,34.4,193,595,II,74.0,0.733,0.316,,,
FORD,Escort,1.6i 16V Estate Finesse,M5,1597,Petrol,11.0,6.7,8.3,25.7,42.2,34.0,195,602,II,74.0,0.733,0.316,,,
FORD,Escort,1.8 TCi Diesel Saloon Flight,M5,1753,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,182,504,II,74.0,0.365,0.577,,,0.029
FORD,Escort,1.8 TCi Diesel Saloon Finesse,M5,1753,Diesel,8.8,5.6,6.8,32.1,50.4,41.5,185,513,II,74.0,0.365,0.577,,,0.029
FORD,Escort,1.8 TCi Diesel Estate Flight,M5,1753,Diesel,8.7,5.4,6.7,32.5,52.3,42.2,182,504,II,74.0,0.365,0.577,,,0.029
FORD,Escort,1.8 TCi Diesel Estate Finesse,M5,1753,Diesel,9.0,5.7,7.0,31.4,49.6,40.4,187,527,II,74.0,0.365,0.577,,,0.029
FORD,Mondeo,1.6i 16V 4 Door Saloon,M5,1597,Petrol,11.0,5.6,7.6,25.7,50.4,37.2,182,550,II,72.0,0.416,0.151,,,
FORD,Mondeo,1.6i 16V 5 Door Saloon,M5,1597,Petrol,11.2,5.7,7.8,25.2,49.6,36.2,186,565,II,72.0,0.416,0.151,,,
FORD,Mondeo,1.8i 16V 4 Door Saloon,M5,1796,Petrol,11.3,5.6,7.7,25.0,50.4,36.7,185,557,II,74.0,0.158,0.108,,,
FORD,Mondeo,1.8i 16V 5 Door Saloon,M5,1796,Petrol,11.4,5.7,7.8,24.8,49.6,36.2,187,565,II,74.0,0.158,0.108,,,
FORD,Mondeo,1.8i 16V Estate,M5,1796,Petrol,11.5,6.0,8.0,24.6,47.1,35.3,192,580,II,74.0,0.158,0.108,,,
FORD,Mondeo,2.0i 16V 4 Door Saloon (15 inch tyre),M5,1988,Petrol,11.7,5.9,8.0,24.1,47.9,35.3,192,580,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V 4 Door Saloon (16 inch tyre),M5,1988,Petrol,12.2,6.4,8.6,23.2,44.1,32.8,205,624,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V 5 Door Saloon  (15 inch tyre),M5,1988,Petrol,11.9,6.0,8.1,23.7,47.1,34.9,195,586,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V 5 Door Saloon (16 inch tyre),M5,1988,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,208,629,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V Estate (15 inch tyre),M5,1988,Petrol,12.0,6.2,8.3,23.5,45.6,34.0,199,602,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V Estate (16 inch tyre),M5,1988,Petrol,12.4,6.8,8.9,22.8,41.5,31.7,212,645,II,74.0,1.182,0.338,,,
FORD,Mondeo,2.0i 16V 4/5 Door Saloon (15 inch tyre),A4,1988,Petrol,12.9,6.6,8.9,21.9,42.8,31.7,210,645,II,74.0,0.414,0.184,,,
FORD,Mondeo,2.0i 16V 4/5 Door Saloon (16 inch tyre),A4,1988,Petrol,13.5,7.3,9.6,20.9,38.7,29.4,229,696,II,74.0,0.414,0.184,,,
FORD,Mondeo,2.0i 16V Estate (15 inch tyre),A4,1988,Petrol,13.2,6.9,9.2,21.4,40.9,30.7,218,666,II,74.0,0.414,0.184,,,
FORD,Mondeo,2.0i 16V Estate (16 inch tyre),A4,1988,Petrol,14.2,7.8,10.2,19.9,36.2,27.7,241,739,II,74.0,0.414,0.184,,,
FORD,Mondeo,2.5i V6 24V Saloon,M5,2495,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,228,689,II,73.0,0.193,0.046,,,
FORD,Mondeo,2.5i V6 24V Estate,M5,2495,Petrol,13.5,7.4,9.7,20.9,38.2,29.1,232,703,II,73.0,0.193,0.046,,,
FORD,Mondeo,2.5i V6 24V Saloon,A4,2495,Petrol,14.6,7.6,10.1,19.3,37.2,28.0,243,731,II,73.0,0.055,0.037,,,
FORD,Mondeo,2.5i V6 24V Estate,A4,2495,Petrol,14.9,8.0,10.5,19.0,35.3,26.9,251,760,II,73.0,0.055,0.037,,,
FORD,Mondeo,2.5i V6 24V ST200 Saloon,M5,2495,Petrol,14.5,7.1,10.1,19.5,39.8,28.0,242,731,II,71.0,0.171,0.078,,,
FORD,Mondeo,2.5i V6 24V ST200 Estate,M5,2495,Petrol,14.7,7.9,10.4,19.2,35.8,27.2,249,752,II,71.0,0.171,0.078,,,
FORD,Mondeo,1.8 Turbo Diesel Saloon (15 inch tyre),M5,1753,Diesel,8.6,4.7,6.1,32.8,60.1,46.3,166,460,II,74.0,0.244,0.528,,,0.049
FORD,Mondeo,1.8 Turbo Diesel Saloon (16 inch tyre),M5,1753,Diesel,9.1,5.2,6.6,31.0,54.3,42.8,179,497,II,74.0,0.244,0.528,,,0.049
FORD,Mondeo,1.8 Turbo Diesel Estate (15 inch tyre),M5,1753,Diesel,8.9,5.0,6.4,31.7,56.5,44.1,173,482,II,74.0,0.244,0.528,,,0.049
FORD,Mondeo,1.8 Turbo Diesel Estate (16 inch tyre),M5,1753,Diesel,9.4,5.6,7.0,30.1,50.4,40.4,188,527,II,74.0,0.244,0.528,,,0.049
FORD,Cougar,2.0i 16V (15 inch tyre),M5,1988,Petrol,12.2,6.5,8.6,23.2,43.5,32.8,205,624,II,71.0,1.182,0.338,,,
FORD,Cougar,2.0i 16V (16 inch tyre),M5,1988,Petrol,12.1,6.4,8.5,23.3,44.1,33.2,202,616,II,71.0,1.182,0.338,,,
FORD,Cougar,2.5i V6 24V,M5,2495,Petrol,13.4,7.3,9.5,21.1,38.7,27.7,228,739,II,72.0,0.306,0.047,,,
FORD,Cougar,2.5i V6 24V,A4,2495,Petrol,14.8,7.3,10.0,19.1,38.7,28.2,240,725,II,73.0,0.055,0.037,,,
FORD,Galaxy,2.3i 16V,M5,2295,Petrol,13.9,7.7,10.0,20.3,36.7,28.2,240,725,II,73.0,0.964,0.249,,,
FORD,Galaxy,2.3i 16V,A4,2295,Petrol,14.9,8.5,10.8,19.0,33.2,26.2,260,781,II,72.0,1.169,0.414,,,
FORD,Galaxy,2.8i CD-V6,M5,2792,Petrol,16.5,8.8,11.6,17.1,32.1,24.4,278,838,II,74.0,0.083,0.079,,,
FORD,Galaxy,2.8i CD-V6,A4,2792,Petrol,17.2,9.3,12.3,16.4,30.4,23.0,295,889,II,73.0,0.325,0.098,,,
FORD,Galaxy,2.8i CD-V6 4x4,A4,2792,Petrol,18.0,10.1,13.0,15.7,28.0,21.7,312,943,II,72.0,0.292,0.098,,,
FORD,Galaxy,1.9 Turbo Diesel (90PS),M5,1896,Diesel,8.5,5.3,6.5,33.2,53.3,43.5,176,489,II,73.0,0.444,0.865,,,0.073
FORD,Galaxy,1.9 Turbo Diesel (115PS),M5,1896,Diesel,8.6,5.3,6.5,32.8,53.3,43.5,176,489,II,75.0,0.349,0.660,,,0.077
FORD,Galaxy,1.9 Turbo Diesel (115PS),A4,1896,Diesel,10.4,6.4,7.8,27.2,44.1,36.2,211,588,II,71.0,1.390,0.753,,,0.084
FORD,Explorer,4.0,A5,4011,Petrol,18.2,11.1,13.7,15.5,25.4,20.6,350,993,II,72.0,0.750,0.280,,,
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (76PS) 4.11 FDR,M5,2496,Diesel,10.4,7.1,8.3,27.2,39.8,34.0,218,626,II,75.0,1.274,1.239,,,0.150
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (76PS) 4.56 FDR,M5,2496,Diesel,10.5,7.3,8.5,26.9,38.7,33.2,223,641,II,75.0,1.197,1.270,,,0.141
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (85PS),A4,2496,Diesel,12.9,8.4,10.0,21.9,33.6,28.2,265,754,II,72.0,1.009,1.184,,,0.107
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (85PS)  4.11 FDR,M5,2496,Diesel,13.0,8.7,10.3,21.7,32.5,27.4,273,776,II,74.0,0.548,1.359,,,0.073
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (85PS)  4.56 FDR,M5,2496,Diesel,10.9,7.8,9.0,25.9,36.2,31.4,237,678,II,74.0,0.590,1.317,,,0.097
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (85PS) TCI 4.11 FDR,M5,2496,Diesel,9.8,7.1,8.1,28.8,39.8,34.9,216,610,II,74.0,0.266,0.584,,,0.064
FORD,Transit Tourneo SWB Bus,2.5 Di Diesel  (85PS) TCI 4.56 FDR,M5,2496,Diesel,10.7,7.6,8.7,26.4,37.2,32.5,232,655,II,74.0,0.266,0.584,,,0.064
ISUZU,Trooper,3.0 Turbo 4WD Diesel,5MT,2999,Diesel,13.6,8.7,10.5,20.8,32.5,26.9,278,791,II,73.4,0.200,0.780,,,0.134
ISUZU,Trooper,3.0 Turbo 4WD Diesel,4AT,2999,Diesel,14.0,9.1,10.9,20.2,31.0,25.9,289,821,II,73.0,0.190,0.910,,,0.095
ISUZU,Trooper,3.5 V6 4WD Petrol,M5,3494,Petrol,18.7,10.7,13.7,15.1,26.4,20.6,326,993,II,75.9,0.570,0.200,,,
ISUZU,Trooper,3.5 V6 4WD Petrol,A4,3494,Petrol,20.6,11.7,15.0,13.7,24.1,18.8,358,1088,II,75.6,0.650,0.290,,,
KIA,Mentor II,1.5,M5,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,185,571,II,73.1,0.670,0.330,,,
KIA,Mentor II,1.5,A4,1498,Petrol,12.8,6.8,9.0,22.1,41.5,31.4,211,651,II,70.6,0.830,0.370,,,
KIA,Shuma,1.5,M5,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,185,571,II,73.4,0.670,0.330,,,
KIA,Shuma,1.5,A4,1498,Petrol,12.8,6.8,9.0,22.1,41.5,31.4,211,651,II,71.1,0.830,0.370,,,
KIA,Shuma,1.8,M5,1793,Petrol,12.6,7.0,9.1,22.4,40.4,31.0,216,660,II,73.2,0.240,0.290,,,
KIA,Shuma,1.8,A4,1793,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,225,689,II,71.9,0.320,0.210,,,
KIA,Carens (2000 Model Year),1.8,M5,1793,Petrol,10.9,7.1,8.6,25.8,39.5,33.0,202,620,II,73.7,0.636,0.258,,,
KIA,Clarus,1.8,M5,1793,Petrol,12.1,7.8,9.3,23.3,36.2,30.4,220,673,II,73.4,0.996,0.362,,,
KIA,Clarus,1.8,A4,1793,Petrol,15.0,8.7,10.9,18.8,32.5,25.9,258,790,II,71.6,0.756,0.271,,,
KIA,Clarus,2.0,M5,1998,Petrol,13.9,8.1,10.3,20.3,34.9,27.4,244,747,II,73.7,0.710,0.320,,,
KIA,Clarus,2.0,A4,1998,Petrol,15.6,8.6,11.1,18.1,32.8,25.4,264,805,II,71.9,0.970,0.400,,,
KIA,Sportage (2000 Model Year),2.0 4WD,M5x2,1998,Petrol,14.6,9.0,11.0,19.3,31.4,25.7,261,796,II,73.8,0.800,0.360,,,
KIA,Sportage (2000 Model Year),2.0 4WD,A4x2,1998,Petrol,15.6,9.3,11.6,18.1,30.4,24.4,274,838,II,72.8,0.670,0.340,,,
KIA,Sedona,2.9 TDI,M5,2902,Diesel,10.9,6.8,8.3,25.9,41.5,34.0,222,626,II,75.0,0.670,1.170,,,0.104
KIA,Sedona,2.9 TDI,A4,2902,Diesel,12.4,7.2,9.1,22.8,39.2,31.0,240,686,II,73.0,0.620,1.300,,,0.122
KIA,Sedona,2.5 V6,M5,2497,Petrol,15.3,8.9,11.3,18.5,31.7,25.0,265,818,II,72.0,0.890,0.309,,,
KIA,Sedona,2.5 V6,A4,2497,Petrol,15.6,9.1,11.5,18.1,31.0,24.6,269,832,II,70.0,0.820,0.348,,,
LAMBORGHINI,Diablo Model Year 1997,Diablo 132,M5,5707,Petrol,39.0,16.5,24.8,7.3,17.2,11.5,575,1779,II,74.5,0.950,0.260,,,
LAMBORGHINI,Diablo Model Year 1997,Diablo 132 SE,M5,5707,Petrol,41.2,16.2,25.4,6.8,17.5,11.0,590,1860,II,75.0,1.020,0.120,,,
LAMBORGHINI,Diablo Model Year 1997,Diablo Roadster L144,M5,5707,Petrol,39.0,16.5,24.8,7.3,17.2,11.5,575,1779,II,74.5,0.950,0.260,,,
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1810,II,75.0,0.430,0.180,,,
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132 SE,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1810,II,75.0,0.430,0.180,,,
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo Roadster L144,M5,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,575,1810,II,75.0,0.430,0.180,,,
LAMBORGHINI,Diablo Model Year 1998/1999,Diablo 132 SE (GT),M5,5992,Petrol,31.8,16.6,22.1,8.9,16.8,11.9,530,1719,II,73.9,0.647,0.166,,,
LAMBORGHINI,Diablo Model Year 2000,Diablo 132,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1624,II,74.4,0.876,0.167,,,
LAMBORGHINI,Diablo Model Year 2000,Diablo 132 SE,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1624,II,74.4,0.876,0.167,,,
LAMBORGHINI,Diablo Model Year 2000,Diablo L144,M5,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,539,1624,II,74.4,0.876,0.167,,,
LAND ROVER,Defender Station Wagon,"TD5 Diesel 90""",M5,2495,Diesel,12.1,9.0,10.1,23.3,31.4,27.9,282,763,II,75.0,1.001,1.165,,,0.080
LAND ROVER,Defender Station Wagon,"TD5 Diesel 110""",M5,2495,Diesel,12.7,9.7,10.8,22.2,29.1,26.1,299,815,II,75.0,0.868,1.328,,,0.084
LAND ROVER,Freelander,1.8 (2000 Model Year),M5,1796,Petrol,13.0,8.6,10.2,21.7,32.7,27.6,248,741,II,74.0,1.264,0.330,,,
LAND ROVER,Freelander,2.0 (2000 Model Year),M5,1994,Diesel,9.6,6.7,7.7,29.6,42.2,36.6,208,581,II,74.1,0.573,0.846,,,0.088
LAND ROVER,Discovery Series II,TD5,M5,2495,Diesel,11.5,8.2,9.4,24.6,34.4,30.1,262,707,II,76.0,0.631,1.380,,,0.080
LAND ROVER,Discovery Series II,TD5,A4,2495,Diesel,12.7,9.0,10.3,22.2,31.4,27.4,284,776,II,76.0,0.563,1.337,,,0.096
LAND ROVER,Discovery Series II,4.0 V8,M5,3950,Petrol,23.3,12.7,16.6,12.1,22.2,17.0,397,1203,II,74.0,1.444,0.159,,,
LAND ROVER,Discovery Series II,4.0 V8,A4,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,397,1210,II,74.0,0.845,0.334,,,
LAND ROVER,Range Rover,2.5,M5,2497,Diesel,13.4,8.9,10.6,21.1,31.6,26.7,289,797,II,75.0,0.098,0.793,,,0.121
LAND ROVER,Range Rover,2.5,A4,2497,Diesel,14.5,9.6,11.4,19.5,29.5,24.9,304,854,II,74.0,0.080,0.750,,,0.140
LAND ROVER,Range Rover,4.0 V8,A4,3950,Petrol,21.7,11.5,15.2,13.0,24.5,18.5,385,1106,II,74.0,0.698,0.182,,,
LAND ROVER,Range Rover,4.6 V8,A4,4554,Petrol,23.9,12.2,16.4,11.8,23.2,17.2,398,1189,II,74.8,0.374,0.518,,,
LOTUS,Elise,Elise,M5,1796,Petrol,9.6,5.7,7.1,29.5,50.0,40.0,168,511,II,74.0,0.360,0.220,,,
LOTUS,Elise,Elise 111 S,M5,1796,Petrol,9.9,5.9,7.3,28.5,47.8,38.6,174,530,II,74.0,0.720,0.220,,,
LOTUS,Elise,Elise 340 R,M5,1796,Petrol,14.0,6.9,8.5,20.2,40.9,29.7,225,689,II,74.0,0.780,0.330,,,
LOTUS,Elise,Elise Sport 160,M5,1796,Petrol,13.4,6.8,9.2,21.1,41.5,30.7,218,666,II,72.0,0.600,0.201,,,
LOTUS,Elise,Exige,M5,1796,Petrol,14.0,6.9,8.5,20.2,40.9,29.7,225,689,II,74.0,0.780,0.330,,,
LOTUS,Esprit,Esprit S4 GT3,M5,2174,Petrol,19.0,8.6,12.5,14.9,32.8,22.6,294,905,II,72.0,1.400,0.390,,,
LOTUS,Esprit,Esprit V8,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,998,II,74.0,0.560,0.390,,,
LOTUS,Esprit,Esprit V8 GT,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,998,II,74.0,0.560,0.390,,,
LOTUS,Esprit,Esprit Sport 350,M5,3506,Petrol,20.8,9.7,13.8,13.6,29.1,20.5,328,998,II,74.0,0.560,0.390,,,
LTI,Taxi - TXI - EGR,2.7 Taxi/Hirecar,A4,2664,Diesel,10.9,8.2,9.2,26.0,34.3,30.7,244,693,II,73.1,0.390,1.110,,,0.090
LTI,Taxi - TXI - EGR,2.7 Taxi/Hirecar,M5,2664,Diesel,10.7,7.1,8.4,26.5,39.7,33.5,223,635,II,74.0,0.580,1.000,,,0.070
MAZDA,Demio,1.3,M5,1324,Petrol,8.7,6.0,7.0,32.5,47.1,40.3,169,508,II,72.0,0.737,0.339,,,
MAZDA,Demio,1.5,M5,1498,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,176,529,II,71.0,0.175,0.033,,,
MAZDA,Demio,1.5,A4,1498,Petrol,10.2,6.6,7.9,27.7,42.8,35.8,190,571,II,71.0,0.164,0.037,,,
MAZDA,323,1.3,M5,1324,Petrol,9.3,6.2,7.3,30.4,45.6,38.7,177,529,II,72.0,0.487,0.271,,,
MAZDA,323,1.5,M5,1498,Petrol,9.5,6.3,7.5,29.7,44.8,37.7,181,543,II,73.0,0.211,0.219,,,
MAZDA,323,1.5,A4,1498,Petrol,10.7,6.8,8.2,26.4,41.5,34.5,197,593,II,72.0,0.482,0.214,,,
MAZDA,323,1.8,M5,1840,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,595,II,73.0,0.583,0.239,,,
MAZDA,323,1.8,A4,1840,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,216,651,II,72.0,0.622,0.295,,,
MAZDA,323,2.0 Turbo-Diesel,M5,1998,Diesel,6.4,4.4,5.1,44.1,64.2,55.4,149,384,II,74.0,0.904,0.768,,,0.062
MAZDA,Premacy,1.8 74kW (100ps),M5,1840,Petrol,10.7,6.9,8.3,26.4,40.9,34.0,198,602,II,71.3,0.347,0.212,,,
MAZDA,Premacy,1.8 84kW (115ps),M5,1840,Petrol,10.7,7.0,8.4,26.4,40.3,33.6,201,609,II,71.4,0.342,0.612,,,
MAZDA,Premacy,1.8 84kW (115ps),A4,1840,Petrol,12.2,7.4,9.2,23.2,38.2,30.7,220,666,II,69.9,0.612,0.338,,,
MAZDA,Premacy,2.0 Turbo-Diesel,M5,1998,Diesel,7.1,4.9,5.7,39.8,57.6,49.5,158,430,II,72.3,0.781,0.810,,,0.073
MAZDA,626,1.8i,M5,1840,Petrol,10.1,6.2,7.6,28.0,45.6,37.2,184,550,II,68.0,0.333,0.097,,,
MAZDA,626,2.0 85kW (115ps),M5,1991,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,189,571,II,70.0,0.206,0.109,,,
MAZDA,626,2.0 85kW (115ps),A4,1991,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,205,616,II,68.0,0.393,0.301,,,
MAZDA,626,2.0 100kW (136ps),M5,1991,Petrol,10.8,6.5,8.1,26.2,43.5,34.9,195,586,II,71.0,0.355,0.140,,,
MAZDA,626,2.0 100kW (136ps),A4,1991,Petrol,12.1,7.1,8.9,23.3,39.8,31.7,214,645,II,68.0,0.506,0.220,,,
MAZDA,626,2.0 Turbo-Diesel,M5,1998,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,152,392,II,73.0,0.876,0.705,,,0.510
MAZDA,626,2.0 Estate 85kW (115ps),M5,1991,Petrol,10.8,6.7,8.2,26.2,42.2,34.5,196,593,II,72.0,0.550,0.243,,,
MAZDA,626,2.0 Estate 100kW (136ps),M5,1991,Petrol,10.9,6.7,8.3,25.9,42.2,34.0,198,602,II,71.0,0.353,0.133,,,
MAZDA,626,2.0 EstateTurbo-Diesel,M5,1998,Diesel,6.8,4.7,5.5,41.5,60.1,51.4,158,414,II,73.0,0.815,0.742,,,0.570
MAZDA,MPV,2.0,M5,1991,Petrol,12.6,8.6,10.1,22.4,32.9,28.0,242,731,III,72.0,0.762,0.257,,,
MAZDA,MX - 5,1.6,M5,1598,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,196,586,II,74.0,0.531,0.243,,,
MAZDA,MX - 5,1.8 5 Speed,M5,1840,Petrol,11.2,7.0,8.5,25.2,40.4,33.2,205,616,II,74.0,0.701,0.297,,,
MAZDA,MX - 5,1.8 6 Speed,M6,1840,Petrol,11.7,7.1,8.8,24.1,39.8,32.1,232,637,II,72.0,0.573,0.268,,,
MAZDA,Xedos 9,2.3 Supercharged Miller,A4,2255,Petrol,14.0,7.7,10.9,20.2,36.7,28.2,245,725,II,71.0,0.259,0.328,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 180,M5,1799,Petrol,12.7,7.2,9.2,22.2,39.2,30.7,218,666,II,73.0,0.560,0.180,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 180,A5,1799,Petrol,12.8,7.3,9.3,22.1,38.7,30.4,221,673,II,72.0,0.560,0.160,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 200,M5,1998,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,222,680,II,73.0,0.610,0.140,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 200,A5,1998,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,225,689,II,70.0,0.420,0.150,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 230 Kompressor,M5,2295,Petrol,13.8,7.4,9.8,20.5,38.2,28.8,233,710,II,74.0,1.190,0.170,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 230 Kompressor,A5,2295,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,237,718,II,74.0,0.460,0.200,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 240,A5,2397,Petrol,15.0,7.7,10.4,18.8,36.7,27.2,250,752,II,69.0,0.350,0.119,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 280,A5,2799,Petrol,14.3,7.8,10.2,19.7,36.2,27.7,245,739,II,70.0,0.400,0.160,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 43 AMG,A5,4266,Petrol,16.5,9.0,11.7,17.1,31.4,24.1,280,849,II,74.0,0.120,0.170,,,
MERCEDES-BENZ,C-Class (W202) Saloon,C 220 CDI,M5,2151,Diesel,8.2,5.0,6.1,34.5,56.5,46.3,161,460,II,71.0,0.488,0.520,,,0.036
