Manufacturer,Model,Description,transmission,Transmission type,Engine Capacity,Fuel Type,Electrical energy consumption miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of Driving 12000 Miles (£s),Electricity cost of Driving 12000 Miles (£s),Total cost of Driving 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Euro Standard,Booklet,VED Band
ALFA ROMEO,MiTo,875 cc TB Twin Air 105 bhp,Manual,M6,875,Petrol,,,,,5,3.8,4.2,56.5,74.3,67.3,99,1119,,1119,74,316,41,34,,,6,August 2013,A
AUDI,New A3 Sportback,1.4 TFSI 140PS,Manual,M6,1395,Petrol,,,,,5.9,4.2,4.8,47.9,67.3,58.9,112,1278,,1278,70,613,52,43,,,6,August 2013,C
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 205/55 R16 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,118,1260,,1260,75,115,,30,47,0.2,6,August 2013,C
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 205/50 R17 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/45 R17 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 205/55 R16 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.7,4,4.6,49.6,70.6,61.4,122,1288,,1288,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 205/50 R17 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/45 R17 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",120d 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7,4.5,5.4,40.4,62.8,52.3,125,1439,,1439,73,441,59,24,,,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",114i 3-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.1,4.5,5.5,39.8,62.8,51.4,127,1465,,1465,73,441,59,24,,,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 205/55 R16 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.2,4.6,5.6,39.2,61.4,50.4,129,1494,,1494,71,313,54,20,,,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 205/55 R16 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.1,4.6,5.6,39.8,61.4,50.4,129,1494,,1494,68,293,45,15,,,6,August 2013,D
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",114i 3-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",114i 3-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",114i 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",114i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 205/50 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/45 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",116i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 205/50 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/45 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",118i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 3-door F21, From September 2012",125i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1997,Petrol,,,,,8.5,5.1,6.3,33.2,55.4,44.8,148,1680,,1680,72,250,30,28,,,6,August 2013,F
BMW,"1 Series 3-door F21, From September 2012",125i 3-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1997,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,154,1759,,1759,74,383,43,33,,,6,August 2013,G
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/55 R16 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,118,1260,,1260,75,115,,30,47,0.2,6,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/50 R17 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,121,1288,,1288,75,115,,30,47,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/55 R16 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.7,4,4.6,49.6,70.6,61.4,122,1288,,1288,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/50 R17 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,124,1316,,1316,74,174,,72,77,0.2,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7,4.5,5.4,40.4,62.8,52.3,125,1439,,1439,73,441,59,24,,,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",114i 5-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.1,4.5,5.5,39.8,62.8,51.4,127,1465,,1465,73,441,59,24,,,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 205/55 R16 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.2,4.6,5.6,39.2,61.4,50.4,129,1494,,1494,71,313,54,20,,,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 205/55 R16 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.1,4.6,5.6,39.8,61.4,50.4,129,1494,,1494,68,293,45,15,,,6,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.3,4.7,5.6,38.7,60.1,50.4,131,1494,,1494,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",114i 5-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",114i 5-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",114i 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",114i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,73,441,59,24,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 205/55 R16 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.4,4.7,5.7,38.2,60.1,49.6,132,1518,,1518,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 205/50 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/45 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",116i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,71,313,54,20,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 205/50 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/45 R17 tyres front and rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1598,Petrol,,,,,7.4,4.8,5.8,38.2,58.9,48.7,134,1546,,1546,68,293,45,15,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 205/50 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/45 R17 tyres front and rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",118i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1598,Petrol,,,,,7.7,4.8,5.9,36.7,58.9,47.9,137,1572,,1572,74,312,42,31,,,6,August 2013,E
BMW,"1 Series 5-door F20, From September 2011",125i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1997,Petrol,,,,,8.5,5.1,6.3,33.2,55.4,44.8,148,1680,,1680,72,250,30,28,,,6,August 2013,F
BMW,"1 Series 5-door F20, From September 2011",125i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1997,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,154,1759,,1759,74,383,43,33,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/50 R18 tyres front and rear,Automatic,A8,1995,Diesel,,,,,5.9,4.4,4.9,47.9,64.2,57.6,129,1373,,1373,72,156,,49,53,0.1,6,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/50 R18 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,129,1373,,1373,73,186,,36,61,0.1,6,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.9,4.4,5,47.9,64.2,56.5,131,1400,,1400,72,156,,49,53,0.1,6,August 2013,E
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Automatic,A8,1995,Diesel,,,,,5.9,4.4,5,47.9,64.2,56.5,131,1400,,1400,72,156,,49,53,0.1,6,August 2013,E
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.9,4.4,5,47.9,64.2,56.5,131,1400,,1400,73,186,,36,61,0.1,6,August 2013,E
BMW,"3 Series Gran Turismo F34, From June 2013",320d Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Manual,M6,1995,Diesel,,,,,5.9,4.4,5,47.9,64.2,56.5,131,1400,,1400,73,186,,36,61,0.1,6,August 2013,E
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/50 R18 tyres front and rear,Automatic,A8,1997,Petrol,,,,,8.2,5.1,6.2,34.4,55.4,45.6,145,1651,,1651,68,278,45,19,,,6,August 2013,F
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Automatic,A8,1997,Petrol,,,,,8.3,5.1,6.3,34,55.4,44.8,147,1680,,1680,68,278,45,19,,,6,August 2013,F
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Automatic,A8,1997,Petrol,,,,,8.3,5.1,6.3,34,55.4,44.8,147,1680,,1680,68,278,45,19,,,6,August 2013,F
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/50 R18 tyres front and rear,Automatic,A8,1997,Petrol,,,,,8.3,5.3,6.4,34,53.3,44.1,149,1707,,1707,69,264,37,32,,,6,August 2013,F
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Automatic,A8,1997,Petrol,,,,,8.5,5.4,6.5,33.2,52.3,43.5,151,1731,,1731,69,264,37,32,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Automatic,A8,1997,Petrol,,,,,8.5,5.4,6.5,33.2,52.3,43.5,151,1731,,1731,69,264,37,32,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/50 R18 tyres front and rear,Manual,M6,1997,Petrol,,,,,8.7,5.3,6.6,32.5,53.3,42.8,153,1759,,1759,71,253,29,21,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Manual,M6,1997,Petrol,,,,,8.9,5.4,6.7,31.7,52.3,42.2,156,1784,,1784,71,253,29,21,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",320i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Manual,M6,1997,Petrol,,,,,8.9,5.4,6.7,31.7,52.3,42.2,156,1784,,1784,71,253,29,21,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/50 R18 tyres front and rear,Manual,M6,1997,Petrol,,,,,8.8,5.5,6.7,32.1,51.4,42.2,156,1784,,1784,73,389,35,32,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Manual,M6,1997,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,158,1814,,1814,73,389,35,32,,,6,August 2013,G
BMW,"3 Series Gran Turismo F34, From June 2013",328i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Manual,M6,1997,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,158,1814,,1814,73,389,35,32,,,6,August 2013,G
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics Saloon - 205/60 R16 tyres front and rear,Automatic,A8,1995,Diesel,,,,,4.9,3.7,4.1,57.6,76.3,68.9,109,1148,,1148,72,109,,35,61,0.2,6,August 2013,B
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics Saloon - 205/60 R16 tyres front and rear,Manual,M6,1995,Diesel,,,,,5.1,3.6,4.1,55.4,78.5,68.9,109,1148,,1148,73,143,,47,157,0.2,6,August 2013,B
BMW,"3 Series Saloon F30, From February 2012",320d Saloon - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,118,1260,,1260,72,127,,32,58,0.1,6,August 2013,C
